text,labels
"Lepota i smrt su dve velike stvari, Što sadrže mnogu sen i svetlost sjajnu; Dve obilne sestre, pune strašnih čari, Skrivajući istu čudnovatu tajnu. O glasovi, oči: crne, plave žene! O biseri nežni što vas ljulja more! Ja mrem a vi sjajte, budite voljene. O vi svetle tice, usred mračne gore! Judita, naša je sudba skoro ista, Što se ne bi reklo, poredeć nam lice: Sav bezdani svemir u oku vam blista; Moja duša krije zvezdan ponor ceo, Susedi nebeski mi smo, gospođice, Pošto lepi vi ste a ja ostareo. ","Misaono - refleksivna poezija"
"Prošla je bura, stišale se strasti, I ljubav s njima sve je bliže kraju; Drukčije sada tvoje oči sjaju – U njima nema ni sile ni vlasti. Ja čujem: naša srca biju tiše, Tvoj stisak ruke nije onaj prvi; Hladan, bez duše, bez vatre i krvi, Ko da mi zbori: nema ljeta više! Za društvo nekad ne bješe nam stalo, O sebi samo govorismo dugo; No danas, draga, sve je, sve je drugo: Sada smo mudri i zborimo malo… Prošlo je ljeto! Mutna jesen vlada. U srcu našem nijednog slavulja; Tu hladan vjetar svele ruže ljulja, I mrtvo lišće po humkama pada… ","Ljubavna poezija"
"O, da mi je nešto pa da budem reka, Pa da tečem ispred tvoje kuće male; Pevajući tebi da razbijem vale O pragove gde ti staje noga meka. Pa kad niz pragove siđeš sa ibrikom Da zahvatiš vode, da ti zgrabim ruke, Prigrlim te sebi u svoje klobuke, I da tebe, draga, više ne dam nikom. Na dušeku trava i mojih smaragda, Kao nimfa moja, da počivaš svagda, I da niko ne zna tvoje mesto gde je. Samo moje oči da gledaju u te, Samo moje sve dubine i sve kute Da lepota tvoja osiplje i greje. ","Ljubavna poezija"
"Ne bira se ljubav kao ni smrt. Sve je u knjigama duboko pod morem zapisano. Jezikom neznanim nama, nebesnim pismenima. Niti se oduprijeti možeš niti preskočiti dan. Kao što ne možeš tuđi san usniti niti okom drugim vidjeti. Volio bih da nisi ti ona koju u ovom času volim. ","Ljubavna poezija"
"Tvoje će oko zaboraviti moj neodlučan korak i uho će zaboraviti moj neobuzdani smeh i usna će ti zaboraviti moj gorak usnotok reči i rame će ti zaboraviti moj nesiguran dlan samo će tvoja kosa upamtiti moju ruku koja se suprotstavlja zamišljenom vetru. ","Ljubavna poezija"
"Recimo da je otišla iz grada u nepredvidivu večer i da su joj zameli puti. Recimo da su boje kojima sam je slikao bile nestalne i da su izčilile sa kože. Recimo da je odlučila da je ne prepoznaju moje zene, da ima srce nevidivo. Samo da nije mrtva, samo da diše. Tačka na kraju priče mala je kao srce. Stavljena je lakim potezom, ali još pulsira, još se otima svetlu. ","Ljubavna poezija"
"Moja te reč dotakla u trenu kad si odlučila da ne veruješ nikome ko je odrastao i ko pokušava da te ukroti. Kao ptica nevidljiva, kao žuti list koji te u šetnji presretne naglo i upozori na pad. Jer jesen je. Jer sve je prolazno i sve se smenjuje. Kao da gledaš veliku reku u predvečerje koja odnosi bele lađe, a iza svakog malenog osvetljenog prozora možda odlazi neko koga bi mogla zavoleti zauvek. ","Ljubavna poezija"
"Ulaziš u pesmu kao u svoj vrt slažeš reči, pomeraš mlado drveće u nekakav red razumljiv tvom oku tako nehajno kao što u san moj ulaziš kao u svoj vrt gde te svaka travka s radošću dočekuje i sunce ti na rame silazi, i korak ti je lak i nečujan, kao da si i sama od sna satkana, iz noći u noć tako sa morem snagu premeravaš, umiruješ ga rečima i u poslušnu pticu pretvaraš. Ulaziš u pesmu kao u svoj dom gde je sve oblikovano tvojom rukom, koja i mojom rukom uzaludne reči ispisuje koje bi da me od tebe odbrane. ","Ljubavna poezija"
"U Mostaru sam voleo neku Svetlanu jedne jeseni, jao kad bih znao sa kim sada spava, ne bi joj glava, ne bi joj glava, jao kad bih znao ko je sada ljubi, ne bi mu zubi, ne bi mu zubi, jao kad bih znao ko to u meni bere kajsije još nedozrele. Govorio sam joj ti si derište, ti si balavica, sve sam joj govorio. I plakala je na moje ruke, na moje reči, govorio sam joj ti si anđeo, ti si đavo, telo ti zdravo što se praviš svetica, a padale su svu noć neke modre kiše nad Mostarom. Nije bilo sunca, nije bilo ptica, ničeg nije bilo. Pitala me je imam li brata, šta studiram, jesam li Hrvat, volim li Rilkea, sve me je pitala. Pitala me je da li bih mogao sa svakom tako sačuvaj Bože, da li je volim, tiho je pitala, a padale su nad Mostarom neke modre kiše, ona je bila raskošno bela u sobnoj tmini al’ nije htela to da čini, nije htela il’ nije smela, vrag bi joj znao. Jesen je, ta mrtva jesen na oknima njene oči ptica, njena bedra srna, imala je mladež, mladež je imala, ne smem da kažem, imala je mladež, mali ljubičast, ili mi se čini. Pitala me je da li sam Hrvat, imam li devojku, volim li Rilkea — sve me je pitala, a na oknu su ko božićni zvončići moga detinjstva zvonile kapi i noćna pesma tekla tihano niz Donju Mahalu, Ej, Sulejmana othranila majka. Ona je prostrla svoje godine po parketu. Njene su usne bile pune kao zrele breskve, njene su dojke bile tople ko mali psići. Govorio sam joj da je glupava, da se pravi važna, Svetlana, Svetlana, znaš li ti da je atomski vek, De Gol, Gagarin i koještarije, sve sam Joj govorio, ona je plakala, ona je plakala. Vodio sam je po Kujundžiluku, po aščinicama, svuda sam je vodio, u pećine je skrivao, na čardak je nosio, pod mostovima se igrali žmurke, Neretva ždrebica, pod starim mostom Crnjanskog joj govorio, što je divan, šaputala je, što je divan. Kolena joj crtao u vlažnom pesku, smejala se tako vedro, tako nevino, ko prvi ljiljani, u džamije je vodio, Karađoz-beg mrtav, premrtav pod teškim turbetom; na grob Šantićev cveće je odnela, malo plakala, kao i sve žene, svuda sam je vodio. Sada je ovo leto, sad sam sasvim drugi, pišem neke pesme, u jednom listu pola stupca za Peru Zupca i ništa više, a padale su svu noć nad Mostarom neke modre kiše, ona je bila raskošno bela u sobnoj tmini al’ nije htela to da čini, nije htela, il’ nije smela, vrag bi joj znao. Ni ono nebo, ni ono oblačje, ni one krovove, bledunjavo sunce — izgladnelog dečaka nad Mostarom ne umem zaboraviti, ni njenu kosu, njen mali jezik kao jagodu, njen smeh što je umeo zaboleti kao kletva; onu molitvu u kapeli na Bijelom Bregu, Bog je veliki, govorila je, nadživeće nas; ni one teške, modre kiše, o jesen besplodna, njena jesen… Govorila je o filmovima, o Džemsu Dinu, sve je govorila, malo tužno, malo plačljivo o Karenjini; govorila je Klajd Grifits ne bi umeo ni mrava zgaziti, smejao sam se — on je ubica, ti si dete; ni one ulice, one prodavce poslednjeg izdanja „Oslobođenja“, ni ono grožđe polusvelo u izlozima ne umem zaboraviti, onu besplodnu gorku jesen nad Mostarom, one kiše, ljubila me je po cele noći, grlila me i ništa više, majke mi, ništa drugo nismo. Posle su opet bila leta, posle su opet bile kiše, jedno jedino malo pismo iz Ljubljane, otkuda tamo, ni ono lišće po trotoarima, ni one dane, ja više ne mogu, ja više ne umem izbrisati. Piše mi, pita me šta radim, kako živim, imam li devojku, da li ikad pomislim na nju, na onu jesen, na one kiše, ona je i sad, kaže, ista, kune se Bogom potpuno ista, da joj verujem, da se smejem davno sam, davno, prokleo Hrista a i do nje mi baš nije stalo, klela se, ne klela, mora se tako, ne vrede laži. Govorio sam joj o Ljermontovu, o Šagalu, sve sam joj govorio, vukla je sa sobom neku staru Cvajgovu knjigu, čitala popodne, u kosi joj bilo zapretano leto, žutilo sunca, malo mora, prve joj noći i koža bila pomalo slana, ribe zaspale u njenoj krvi; smejali smo se dečacima što skaču s mosta za cigarete, smejali se jer nije leto, a oni skaču — baš su deca, govorila je: mogu umreti, mogu dobiti upalu pluća… Onda su dolazile njene ćutnje, duge, preduge, mogao sam slobodno misliti o svemu, razbistriti Spinozu, sate i sate mogao sam komotno gledati druge, bacati oblutke dole, niz stenje, mogao sam sasvim otići nekud, otići daleko, mogao sam umreti onako sam u njenom krilu, samlji od sviju, mogao sam se pretvoriti u pticu, u vodu, u stenu, sve sam mogao… Prste je imala dugačke, krhke, beskrvne a hitre, igrali smo se buba-mara i skrivalice, Svetlana izađi, eto te pod stenom, nisam valjda ćorav, nisam ja blesav, hajde, šta se kaniš, dobićeš batine; kad je ona tražila — mogao sam pobeći u samu reku — našla bi me, namiriše me, kaže, odmah, pozna me dobro. Nisam joj nikad verovao, valjda je stalno ćurila kroz prste. Volela je kestenje, kupili smo ga po Rondou, nosila ga u sobu, vešala o končiće, volela je ruže, one jesenje, ja sam joj donosio, kad svenu stavljala ih je u neku kutiju. Pitao sam je šta misli o ovom svetu, veruje li u komunizam, da li bi se menjala za Natašu Rostovu, svašta sam je pitao, ponekad glupo, znam ja to i te kako; pitao sam je da li bi volela malog sina, recimo plavog, skakala je od ushićenja — hoće, hoće, a onda, najednom, padala je u neke tuge ko mrtvo voće: ne sme i ne sme, vidi ti njega, kao da je ona pala s Jupitera, ko je to, recimo, Zubac Pera, pa da baš on a ne neko drugi, taman posla, kao da je on u najmanju ruku Brando ili takvi. Govorio sam joj ti si glupa, ti si pametna, ti si đavo, ti si anđeo, sve sam joj govorio. Ništa mi nije verovala. Vi ste muškarci rođeni lažovi, vi ste hulje, svašta je govorila. A padale su nad Mostarom neke modre kiše… Stvarno sam voleo tu Svetlanu jedne jeseni, jao, kad bih znao sa kim sada spava, ne bi mu glava, ne bi mu glava, jao, kad bih znao ko je sada ljubi, ne bi mu zubi, ne bi mu zubi, jao, kad bih znao ko to u meni bere kajsije, još nedozrele. ","Ljubavna poezija"
"Karanfil, crvenkast kao stid, Otvara slatku laticu sećanja. Od belog jorgovana boli me vid, Od plavog — ruka skoro sanja Da su joj prsti postali cvet Pa tužno i veselo mirišu Kraj ruže koja je skupila svet I krv i tajnu i usne koje sišu Sa druge usne smeh i smrt. O najlepše se lipa smeje — U samom vazduhu kao gust vrt. Pod očima trava mirno veje. Žuta se lala u njoj zlati I klati i tako teku sati. ","Ljubavna poezija"
"Niko na njoj ne vidi tvoje ruke kada prolazim ulicom. Niko na njoj ne vidi tvoje prste kad je vratim kući. Maleno dugme je opet ušiveno, i zakopčani svi snovi visoko do vrata. Ja ovu haljinu nežno skidam, ja ovu haljinu pazljivo oblačim. Ona za mene moć mađije ima. Volela bih da tvoje ruke na njoj mogu da pokažem svima. ","Ljubavna poezija"
"Obožavam te kao nebo noću, O posudo tuge, tu tvoju mirnoću Ljubim te sve više što mi bežiš dalje Čak i kada mislim da te tama šalje Da bi ironično razmak povećala Što ga je do neba već priroda dala. U divljem naletu nasrćem i skačem I k’o crv lešinu ne bih dao jačem! I meni je mila u očaju slepom, Čak i ta hladnoća što te čini lepom. ","Ljubavna poezija"
"Laki miris naše postelje prožeće, grobnice duboke biće nam divani, okruživaće nas neobično cveće, što za nas procveta nekoj lepšoj strani. Dok poslednji žar im troši čežnja ista, dve ogromne baklje naša srca biće, i u blizanačka ogledala čista, u dva naša duha – sjaj dvostruki liće. U veče od plave i rumene tajne grcaće nam dugo tuge oproštajne da u istu munju salije nas strasnu; Anđeo će, potom, vrata da otvori, i veran i vedar, ponovo razgori ogledala mutna i plamen što zgasnu. ","Ljubavna poezija"
"Tvoj hod u pregibu svetla ti odela Liči mi na onu hladnu igru zmija, Kad se mirno kreću pod štapom mađija I podižu glavu iz spleta svog tela. Ko talasi mora golubije boje, Ko nemilosrdni vali žuta peska – A odozgo nebo bez sjaja i bleska – Tako raste i sjaj te hladnoće tvoje. Nikada očiju tih – ledna otkrića Ne otkažu svoju zagonetku bića: Tu svingu koja je – anđelskoga roda. Sja ko čelik, zlato i drago kamenje, Ko u mraku prazno zvezda treperenje – Žena što nikakva ne donosi ploda. ","Ljubavna poezija"
"Stižeš li sa neba il iz večnih tama? Tvoj pogled, božanstven i ispunjen tminom, Lepoto! I dobro i zlo nosi nama, Pa te zato mnogi porede sa vinom. U tvom oku Sunce zalazi i sviće, Ko olujno nebo, ti odišeš zrakom; Usne ti amfora, a poljupci piće Što heroje slabi, decu čini jakom. Iz bezdana kroči il sa zvezda pade? Uz tvoj skut se Udes moto kao pseto; Nasumice rasipaš radosti i jade, Vladajući nad svim, nehajna za sve to. Po mrtvima gaziš i rugaš se njima; Pod Nakitom tvojim i Groza je ljupka, A porok, taj dragulj najdraži međ svima, Po stomaku tvome zaljubljeno cupka. Ozareni smrtnik leti tvojim tragom, Svetiljko, i kliče: Blagoslov tom plamu! Drhtavi ljubavnik povijen nad dragom Sliči samrtniku što miluje jamu. Sa nebesa ili iz pakla, šta mari, Lepoto! Grdobo grozna i prokleta Ako mi tvoj pogled, osmeh i sve čari Šire vrata dosad nepoznatog Sveta! Bog ili Satana? Anđeo, Sirena, Šta mari, činiš li – o, mirise, sjaju, Svilooka vilo, kraljice ljubljena! Svet manje odvratnim dok nam dani traju! ","Ljubavna poezija"
"Brodovi – i oni u luke se sliše. Vozovi – na stanicu teraju i oni. A mene ka tebi nešto tim više – jer volim – vuče i goni. Puškinov vitez u podrum se skriva, cicija u svome novcu da uživa. Tako ti se vraćam ja, draga, predano Moje je to srce, s divljenjem ga gledam. i gar sa sebe spira, brije se i mije. Tako i ja, tebi vraćajući se, zar ne odlazim kući, zar nije?! Konačnoj se vraćamo meti. Smrtne zemaljsko naručje veže Tako tek što rastanemo se ja i ti, nepokolebljivo ti težim. ","Ljubavna poezija"
"Sve je prošlo što mi se mililo, Mojih dana prispelo je veče; Čini mi se u snu mi se snilo — San je bio — al’ i san proteče!… Imah momu koja me volela — I danas mi za njom srce vene; Duša bi mi ostavila tela, Te devojke kad se opomene! Već sam s njome staj’o pred oltarom, Da postignem što mi srce žudi, S plamom srca, sa ljubavim žarom — Al’ smrt njena od sna me probudi. Mislio sam sred mačeva ljuti’, Gde junaci svome gnevu gode, Bolnom srcu mrku krv prosuti Na bojištu srbinjske slobode, Al’ san ode k’o prolećni sneže, Krv ne osta srca na bojištu, Na njem’ zmija k’o da otrov leže, Prošlosti ga tako rane tištu!… ","Ljubavna poezija"
"Ti si bila… tebe sam ljubio! Tebe nesta… srce mi se para… Ta sam sebi nesam više mio! Život mi se u kletvu pretvara… Tebe nema — srce mi se para. Nesam znao ljubavi ni zraka. Al’ Bog reče da zora zarudi: Svetlost sinu iz crnog oblaka. »Zlato moje!« — promucaše grudi — »Sunce jarko, ti mi ljuba budi! Poljubi me, sunce, zagrli me!« — A sunce me moje zagrlilo, I ja sam se zagrlio s njime, Tu izdahnut’ al’ bi slatko bilo! A sunce se oko mene svilo. Ne izdahnut’ — teško j’ izdahnúće! Mlađan život — oh, ta sladak mi je! Za njim čezne srce uzdišuće, A bez tebe života mi nije. — Ljubi, zlato, doklen srce bije!… Tamnim grobom večna ponoć vlada, U njemu je studeno i nemo!.. Sini, sunce!… Još si cvet i mlada. Živi, sunce, da se milujemo — U grobu je studeno i nemo. ","Ljubavna poezija"
"Izlasti iz grča svih mrtvih u tebi dan s likom što neće u pokrov da platni dok iz krušnih peći opet ne ishlebi novih poljubaca koral okovratni. A ja? Grob što ljubav odvezuje grobom? Grlitelj vremena? Otimač o presto slobode kraj tebe, u tebi, s tobom? Ne znam ko sam. Lik mi iz zrcala nesto. Možda sam svom liku sam ubica bio? Ja? Ništa. Klackam se. Čas svodovi kišni. Čas udar o zemlju. Je l’ se tad razbio lik sna, lice nade? Uzleti – izlišni? Ne znam. Reka teče. Smrt licu lik skine i kaplje niz javu svom Savom što davi, pa mi, neplivači niz oluk sudbine, ni voleći nismo roditelj ljubavi. Prelastim. Iz krušne peći tek ishlebim a lik mi laneni u pokrov već platni. Ipak, i bez lica, drhteći ja tebim ja, tuđeg poljupca, koral okovratni. ","Ljubavna poezija"
"Praštaj mi, dragano, so i hleb nežnosti, senka robovanja pala mi na rame. Ako se ne vratim, devojko, oprosti krvi što će teći da ne bude tame. Bunom bukte polja i dime se luke. Grad je crn od bola što sve više boli. Cela moja zemlja beži u hajduke i gine da ljubi, juriša da voli. S njom ja loptim vreo, pod krvlju iščezo i pred zadnjom senkom kršim kosti gnevne lancu, što nam zemlji ruke naše vezo, svetle ruke rada, prste tako drevne. Da ne dragam više? Da te ne milujem ljubavlju što vri slobodi na kratere? Praštaj! Na rastanku nju ti posvećujem – zvezde i mog tela krvave ivere. ","Ljubavna poezija"
"Hoću u tvom srcu, posle tamnih jada, Da ostavim jednu nostalgiju dugu: Pa sve kada prođe, da se sećaš tada Sa bolom na sreću, s radošću na tugu. Hoću moja ljubav, kad sve jednom padne, Da u tebi umre, kao u dan sivi Što mre grmen ruža: miris koji dadne, To je bolna duša koja ga nadživi. I kad ovi dani za svagda prohuje, I kad opet htedneš čuti moje ime, Hoću da se ono u tvom srcu čuje Kô šapat poljupca i uzdisaj rime. ","Ljubavna poezija"
"Kada je poznah, nebo beše mutno, Vrti su mreli s bolnim nestrpljenjem; Jesenje vode šumile zloslutno, I sve očajno žurilo za mrenjem. I mladost moja nije više znala Za dane strasti i trzanja njina: U moju dušu njena sen je pala, Bleda i hladna, kao mesečina. Glas njezin beše kô muzika tuge: I zato mišljah, u slušanju mnogom, Samo na prošlost, na jeseni duge, Na hladna neba, i na tužna zbogom. Poljubac njezin beše tih i ledan, Mramorni poljub; a kosa joj plava Odisala je setan miris jedan Bokora ruža koji docvetava. I mnogo puta, u jutra, bez moći, Prenem se kao iz olovnih uza: Ja ne znam šta sam snevao te noći, Ali mi oči mutne, pune suza. ","Ljubavna poezija"
